code,description,unit,qty,allowance,rate,amount
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:579514,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:580397,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:580429,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:581029,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:581164,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:584240,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:593346,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:594163,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600233,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600269,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600282,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600493,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600509,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600517,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600581,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600590,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600599,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600699,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600710,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600862,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600907,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:600922,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601021,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601037,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601051,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601157,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601283,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601288,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601382,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:601384,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606450,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606495,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606523,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606552,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606554,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606592,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606628,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606680,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606724,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606753,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606790,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606821,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606902,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:606964,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:612985,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:613016,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:613017,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:630393,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:630850,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631122,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631124,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631165,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631197,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631285,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631338,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631907,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631971,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631992,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:631994,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632056,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632428,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632430,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632458,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632460,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632634,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632745,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632747,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632749,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632768,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632816,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:632824,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:633346,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:633348,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:633350,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:633373,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:633375,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:649438,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:649439,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:649468,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:649469,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:660868,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:660869,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:660955,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:660967,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:661148,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:661181,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:662834,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:662982,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:663000,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:663239,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:663273,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:696231,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Elbow - Generic:Standard:Standard:696282,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:602990,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Rectangular to Round Transition - Angle:45 Degree:45 Degree:603490,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:546905,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:547149,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:547619,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:547884,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:548088,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:548122,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:549959,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:550040,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557566,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557573,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557598,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557602,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557613,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557616,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557645,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:557653,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:577812,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:577871,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:577919,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:577990,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:578229,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:578422,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:578707,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:578743,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:578774,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:580417,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:593348,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:593705,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:600265,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:600278,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:600910,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:600924,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:601285,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:631162,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:631333,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:631966,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:632054,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:632424,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:632455,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:632678,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:632819,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:633331,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:633378,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:649434,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:649464,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:658559,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:660964,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Tee - Generic:Standard:Standard:661546,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:550098,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:554027,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:578414,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:578599,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:578610,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:578611,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:579165,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:579263,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:581027,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:581046,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:584239,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:584241,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:661150,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:661183,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:663179,piece,2.0,0.0,4.0,8.0
P20/300,Flow Fitting – M_Transition - Generic:Standard:Standard:663237,piece,2.0,0.0,4.0,8.0
nan,IfcEnergyConversionDevice – M_Hot Water Boiler - 59-440 kW:147 kW:147 kW:530072,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Hot Water Boiler - 59-440 kW:147 kW:147 kW:557516,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:535063,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:536357,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:536919,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:538562,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:538847,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:548240,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:549304,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557517,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557519,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557520,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557522,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557524,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557620,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:557628,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:629670,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:630326,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:631726,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:632215,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:632515,piece,1.0,0.0,0.0,0.0
nan,IfcEnergyConversionDevice – M_Radiator - Hosted:25:25:633263,piece,1.0,0.0,0.0,0.0
nan,IfcFlowMovingDevice – M_Centrifugal Fan -  Rooftop  - Upblast:991-1905 LPS:991-1905 LPS:602113,piece,1.0,0.0,0.0,0.0
nan,IfcFlowMovingDevice – M_Centrifugal Fan -  Rooftop  - Upblast:991-1905 LPS:991-1905 LPS:602396,piece,1.0,0.0,0.0,0.0
nan,IfcFlowMovingDevice – M_Inline Pump - Circulator:3.9 LPS - 0.8 Meter Head:3.9 LPS - 0.8 Meter Head:550094,piece,1.0,0.0,0.0,0.0
nan,IfcFlowMovingDevice – M_Inline Pump - Circulator:3.9 LPS - 0.8 Meter Head:3.9 LPS - 0.8 Meter Head:580717,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Hot Water:583610,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Hot Water:583768,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Hot Water:593619,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Hot Water:593630,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:540160,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:540175,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:540182,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:540200,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:545888,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546125,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546131,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546374,piece,1.0,0.0,0.0,0.0
nan,IfcFlowSegment – Pipe Types:Mechanical Pipe:546381,piece,1.0,0.0,0.0,0.0
